area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;upm;id_vivienda;id_hogar;estrato;fexp;periodo
1;010150;008102;012;02;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;010150008102;01015000810201202;010150008102012021;2712;229,252159935637;201912
1;010150;008102;012;03;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;010150008102;01015000810201203;010150008102012031;2712;229,252159935637;201912
1;010150;008102;012;04;1;3;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;010150008102;01015000810201204;010150008102012041;2712;229,252159935637;201912
1;010150;008102;012;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;010150008102;01015000810201205;010150008102012051;2712;229,252159935637;201912
1;010150;008102;012;06;1;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;010150008102;01015000810201206;010150008102012061;2712;229,252159935637;201912
1;010150;008102;012;07;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;010150008102;01015000810201207;010150008102012071;2712;229,252159935637;201912
1;010150;008702;012;01;1;3;3;3;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;010150008702;01015000870201201;010150008702012011;2711;73,2028141991632;201912
1;010150;008702;012;02;1;3;3;3;2;2;2;2;2;3;2;3;2;3;3;2;2;2;2;2;2;2;2;3;010150008702;01015000870201202;010150008702012021;2711;73,2028141991632;201912
1;010150;008702;012;03;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;010150008702;01015000870201203;010150008702012031;2711;73,2028141991632;201912
1;010150;008702;012;05;1;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;010150008702;01015000870201205;010150008702012051;2711;73,2028141991632;201912
1;010150;008702;012;06;1;3;3;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;3;010150008702;01015000870201206;010150008702012061;2711;73,2028141991632;201912
1;010150;008702;012;07;1;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;010150008702;01015000870201207;010150008702012071;2711;73,2028141991632;201912
1;010150;008702;012;08;1;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;010150008702;01015000870201208;010150008702012081;2711;73,2028141991632;201912
1;010150;009203;012;02;1;2;2;2;2;4;1;4;2;3;3;3;2;3;2;3;3;2;2;2;2;2;3;3;010150009203;01015000920301202;010150009203012021;2711;117,251397653267;201912
1;010150;009203;012;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;010150009203;01015000920301203;010150009203012031;2711;117,251397653267;201912
1;010150;009203;012;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;010150009203;01015000920301204;010150009203012041;2711;117,251397653267;201912
1;010150;009203;012;05;1;3;3;3;2;3;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;3;2;010150009203;01015000920301205;010150009203012051;2711;117,251397653267;201912
1;010150;009203;012;06;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;3;2;2;2;2;2;2;2;2;010150009203;01015000920301206;010150009203012061;2711;117,251397653267;201912
1;010150;009203;012;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;010150009203;01015000920301207;010150009203012071;2711;117,251397653267;201912
1;010150;009203;012;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;010150009203;01015000920301209;010150009203012091;2711;117,251397653267;201912
1;010150;009503;006;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;010150009503;01015000950300601;010150009503006011;2713;202,680316054976;201912
1;010150;009503;006;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;3;3;3;010150009503;01015000950300602;010150009503006021;2713;202,680316054976;201912
